State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,04/20/2021,11.5,2.89,4.45,13.7,-1.27,24.1,-28.9,13.6,27.9
3600,04/20/2021,9.41,-5.27,-27.3,6.41,-2.13,10.6,-33.5,12.3,25.3
4400,04/20/2021,0.429,-26.5,-33.2,-4.52,-2.86,-4.06,-62.7,12.6,27.4
900,04/21/2021,10.9,-1.39,-24.7,13.4,13.5,21,-41.6,21.7,27.2
2500,04/21/2021,11.3,4.05,7.32,17.5,9.24,23.7,-44,18.6,28.2
3400,04/21/2021,15.2,3.59,3.98,22.8,8.12,24.5,-30.1,22.9,37.1
3600,04/21/2021,12.7,-3.49,-27.2,14.5,7.13,10,-34.1,20.5,32.5
4400,04/21/2021,3.91,-24,-21.9,3.31,4.55,0.561,-61.8,21.2,37.5
900,04/22/2021,11.1,-1.98,-27.3,13.6,15,14.3,-42.6,22.2,27.2
2500,04/22/2021,12.8,8.09,3.2,23.5,11.2,15.1,-41,21.6,32.3
3400,04/22/2021,16,1.72,3.46,21.7,11.3,26.3,-29.6,23.7,35.7
3600,04/22/2021,13.5,-3.77,-29.8,15.5,10.7,9.38,-33.6,21.7,31.5
4400,04/22/2021,7.87,-21,-31.3,5.11,4.87,-2.1,-53.7,21.9,39.2
900,04/23/2021,10.2,-0.213,-29.4,11.7,16.4,2.6,-45.6,22.3,26.5
2500,04/23/2021,14.9,11.5,0.976,27.1,13.1,10.6,-37.2,24.4,36.4
3400,04/23/2021,15.5,-0.492,0.548,20.4,14.6,20.2,-30.9,24.4,33.7
3600,04/23/2021,13.8,-4.13,-33.2,15.4,13.9,8.97,-35.1,23.2,31.5
4400,04/23/2021,6.55,-19.1,-32.8,3.7,8.11,-4.76,-53.9,20.6,32.9
900,04/24/2021,8.82,0.458,-31.9,10.5,17.6,-8.46,-45.8,22.1,25.3
2500,04/24/2021,12.8,12,2.71,25.6,13.4,1.56,-37.4,22,31.2
3400,04/24/2021,14.1,-2.7,1.26,18.4,17.1,18.4,-33.2,24.1,30.8
3600,04/24/2021,13,-4.47,-35.2,14.2,16.7,3.98,-38.2,23.3,29
4400,04/24/2021,3.03,-15.1,-40.7,-3.27,8.92,-7.42,-54.7,13.8,18.6
900,04/25/2021,7.87,1.96,-32.9,8.37,22.3,-12,-44.5,21.3,20.8
2500,04/25/2021,12.6,12.3,1.68,25.4,18.4,-1.27,-35.4,23.3,28.6
3400,04/25/2021,14,-4.11,-0.63,19.8,23.7,16,-35.2,27.1,30.4
3600,04/25/2021,13.3,-3.83,-36.6,15.2,22.4,2.18,-38.1,24.9,26.8
4400,04/25/2021,2.55,-13.8,-43.7,1.52,10.1,-10.1,-47.1,12.7,15.4
900,04/26/2021,11.2,5.72,-32.6,15,31,-17.8,-44.6,29.2,28.1
2500,04/26/2021,13.4,11.5,-0.26,28.4,25.3,2.04,-37.9,27.6,30
3400,04/26/2021,15.5,-3.69,1.05,25.4,32.1,12.1,-35.3,34,35.8
3600,04/26/2021,14.9,-2.01,-36.3,22.1,29.8,1.42,-39.2,31.6,32.9
4400,04/26/2021,3.98,-13,-43.5,4.03,13.2,-6.31,-52.4,15.4,17.3
900,04/27/2021,10.7,4.44,-31.8,15.5,36.7,-11.4,-41.1,29.3,24.9
2500,04/27/2021,14.4,7.77,-4.14,33.6,34.7,-0.047,-33.6,33.2,31.9
3400,04/27/2021,15.6,-4.57,0.967,28.6,40,9.44,-35.8,38,36.7
3600,04/27/2021,14.8,-2.74,-37.2,22.9,35.7,2.29,-39.5,34.1,32.4
4400,04/27/2021,2.24,-15.9,-49.5,3.4,20.3,6.73,-46.9,17.4,14.9
900,04/28/2021,6.21,1.81,-32.1,5.33,22.3,-10.9,-45,17.8,15.1
2500,04/28/2021,8.21,2.27,-12.6,20.9,16.6,1.98,-34.7,18.9,21.4
3400,04/28/2021,11.3,-5.38,-0.331,17.4,26.7,7.94,-36.8,26.6,26.8
3600,04/28/2021,10.6,-4.17,-38,12.7,23,1.37,-40.1,23.1,22.8
4400,04/28/2021,-2.18,-14.3,-58.6,-0.247,8.23,13.2,-46,8.55,8.6
900,04/29/2021,7.89,2.75,-30.9,7.91,20.8,-2.09,-45.2,18.6,17.3
2500,04/29/2021,7.02,0.553,-10.7,20.2,16.6,3.98,-34.5,18.4,20.3
3400,04/29/2021,11.9,-2.64,2.45,19.3,24.2,4.45,-35.6,26.4,28.6
3600,04/29/2021,10.7,-2.85,-35.1,14.2,21.4,4.23,-40.2,23.4,24.6
4400,04/29/2021,-2.96,-19.1,-54.2,-1.7,9.4,-3.64,-46.7,7.07,4.77
900,04/30/2021,10,1.71,-24.8,10.9,20.8,3.91,-44.8,20.4,20.3
2500,04/30/2021,8.03,-0.476,-7.98,21.4,18.7,0.958,-34.9,19.3,20
3400,04/30/2021,12.9,-0.206,6.12,20.7,23.2,5.57,-34.3,26.6,29.8
3600,04/30/2021,11.6,-1.82,-30.8,16.1,20.4,4.09,-39.2,23.5,25.7
4400,04/30/2021,-1.26,-21.3,-53.6,5.69,10.1,-8.59,-52.4,14.3,17.7
900,05/01/2021,10.6,2.23,-23.9,14.2,21.8,11.1,-44.2,21.8,21.8
2500,05/01/2021,9.9,-0.789,-11.5,24.1,20.2,7.5,-31,23.1,26.3
3400,05/01/2021,13.3,2.18,-1.83,24.8,23.1,2.57,-31.5,29,34.2
3600,05/01/2021,12.3,-0.022,-28.6,19.7,20.5,4.31,-37.5,25,28.4
4400,05/01/2021,1.78,-19.8,-57.3,13.6,11.4,-21.1,-49.6,24.6,36.4
900,05/02/2021,11.7,3.6,-25.5,17.5,22.3,11.6,-45.5,24.6,26.1
2500,05/02/2021,10.3,1.39,-11.7,24.3,20.6,8.59,-32.2,25,29.7
3400,05/02/2021,13.7,5.14,1.76,24.3,21.1,4.45,-29.7,28.3,34.6
3600,05/02/2021,12.7,2.01,-27.3,20.2,19.4,3.85,-37.9,25.8,30.8
4400,05/02/2021,3.95,-18.1,-55.2,14.6,15.4,-18.6,-54.7,26.7,36.2
900,05/03/2021,12.5,3.21,-18.8,17.9,23.8,17.9,-43.9,24.6,25.1
2500,05/03/2021,10.6,-0.266,-9.2,24,20.2,13.6,-30.2,24,28
3400,05/03/2021,14.3,5.22,3.55,24.5,20.5,4.15,-26.7,27.5,33.6
3600,05/03/2021,13.4,2.38,-24.8,19.9,19.2,4.4,-36.3,25.5,30.3
4400,05/03/2021,5.06,-19.2,-50.7,14,15.1,-20.5,-51.5,32.1,46.5
900,05/04/2021,13.6,2.52,-19.5,18.4,22,13.7,-44.5,24.9,26.8
2500,05/04/2021,12.4,0.772,-9.13,26.1,22.4,18.8,-28.4,25.5,28.9
3400,05/04/2021,15.9,4.94,5.14,26.3,21.3,7.17,-24.8,28.3,34.4
3600,05/04/2021,14.8,1.42,-22.9,20.4,20.3,4.85,-34,26.8,31.9
4400,05/04/2021,10.6,-19.8,-54.2,19.6,16.7,-19.8,-53.7,47,73.5
900,05/05/2021,15.1,3.67,-18.5,19.9,22.4,18,-42.6,25.7,27.8
2500,05/05/2021,12.6,-0.252,-10.6,26.7,23.3,18.1,-29.2,25.1,27.1
3400,05/05/2021,16.8,5.13,7.88,27.5,22.1,7.16,-21,29.2,35.4
3600,05/05/2021,15.4,1.09,-21,21.4,21,7.59,-32.1,27.6,32.8
4400,05/05/2021,9.93,-23.1,-54,16.5,16.7,-17.6,-54.9,45.2,69.4
900,05/06/2021,14,2.47,-18.9,17.5,21,11.8,-39.6,24.2,26.3
2500,05/06/2021,13.9,-0.896,-3.45,27.6,22.2,16.4,-29.3,25.1,28.2
3400,05/06/2021,16.2,2.96,8.5,27.3,21.1,5.85,-22.6,29.1,36.1
3600,05/06/2021,15.1,0.441,-17.4,20,20,4.71,-32.5,26.6,31.6
4400,05/06/2021,8.66,-23.8,-52.5,19.5,15.6,-9.94,-53,49.6,77.8
900,05/07/2021,12.6,1.02,-20,15.7,21.1,8.73,-42.2,23.6,25.3
2500,05/07/2021,13.8,-1.77,-1.63,28.3,21.8,18.8,-32.8,24.9,28.3
3400,05/07/2021,16.1,0.759,8.44,28.9,20.8,3.82,-22.2,29.6,37.3
3600,05/07/2021,15.7,-0.478,-16,19.8,20,6.43,-32.9,26.7,31.9
4400,05/07/2021,8.38,-27.7,-52.2,14.7,16.5,-15.1,-44.5,47.9,73.4
900,05/08/2021,14.2,-1.84,-17.5,17,24.1,8.69,-43.4,25.4,26.3
2500,05/08/2021,15.1,-1.26,4.35,29.3,24.3,18.1,-36.5,25.6,27.2
3400,05/08/2021,18,0.399,18.6,29.8,24.7,7.43,-22.3,31.3,37.1
3600,05/08/2021,16.5,-1.53,-13.5,20.6,23,9.92,-31.9,27.7,31.4
4400,05/08/2021,8.79,-31.1,-44.5,13.7,22.3,-3.66,-34,44,60.5
900,05/09/2021,13.2,-0.35,-15.7,12.5,21.1,7.05,-45.4,21.7,22.2
2500,05/09/2021,14.6,-0.168,3.23,26.7,20,18.5,-38.8,21.5,23.4
3400,05/09/2021,17.1,2.36,16.9,27.6,21.5,5.56,-23.5,27.9,33.5
3600,05/09/2021,15.3,0.567,-13.5,17.2,19.6,9.65,-30.7,23.5,26.5
4400,05/09/2021,7.83,-26.7,-43.2,12.5,19.6,-5.42,-31.9,43.3,61.9
900,05/10/2021,11.8,1.32,-21.4,10.5,17.4,6.21,-48.4,18.3,18.8
2500,05/10/2021,14.2,1.98,-0.506,25.3,19.1,17.2,-40.4,19.6,20.7
3400,05/10/2021,16.2,4.86,12.9,26.4,19.7,6.01,-23.5,26.1,31.8
3600,05/10/2021,13.9,0.702,-16.5,15.4,18.5,9.16,-32.6,21.6,24
4400,05/10/2021,6.93,-23.3,-48.8,12.9,21.6,-4.06,-29.4,37.3,49.5
900,05/11/2021,11.7,2.64,-25.1,9.61,16.2,6.94,-44.3,17,17.6
2500,05/11/2021,12.3,2.52,-1.76,25.7,15.8,12,-42.6,16.7,18
3400,05/11/2021,14.7,6.15,11.5,22.3,16,3.22,-25.1,22.5,28.1
3600,05/11/2021,12.4,1.22,-15.1,13.5,15.4,10.6,-32.3,18,19.8
4400,05/11/2021,1.26,-25.5,-45.8,10.4,15.9,-11.8,-26.1,20.8,23.7
900,05/12/2021,11.2,-1.87,-21,9.41,16.2,2.31,-41.9,17.2,17.9
2500,05/12/2021,13.6,0.0771,3.38,28.7,17.7,12.2,-39.5,19.9,22.4
3400,05/12/2021,15.3,1.86,13,25.3,17.5,3.39,-27.2,25,31.6
3600,05/12/2021,13.3,-2.03,-10.8,15.4,17,8.27,-32.2,19.9,22.1
4400,05/12/2021,1.83,-28.9,-35.7,7.91,18.2,-12.1,-31.6,22.2,24.3
900,05/13/2021,11.8,-0.533,-19.5,8.42,17.3,4.58,-43.1,17.7,17.9
2500,05/13/2021,14.1,1.41,3.5,27.7,18,15.5,-39.5,19.6,21.6
3400,05/13/2021,16.7,4.56,14.7,25.4,18.4,4.53,-26.2,26.1,32.9
3600,05/13/2021,14.8,-0.369,-11.3,16,17.5,10.4,-30.3,21.5,24.6
4400,05/13/2021,1.31,-28,-26.9,5.79,14.4,-14.3,-32.4,20.2,24.1
900,05/14/2021,11.7,2.13,-20.4,9.39,16.3,3.95,-38.4,17.1,17.7
2500,05/14/2021,13.7,2.17,2.36,24,17.5,12.6,-36.2,20.1,22.9
3400,05/14/2021,17.4,8.13,16.3,23.5,17.6,8.54,-25.9,26,33.2
3600,05/14/2021,14.8,1.36,-8.23,15.9,17.5,7.12,-30.8,21.9,25.3
4400,05/14/2021,3.43,-19.3,-14.7,12.4,12.1,-16.6,-37.3,21.1,28.2
900,05/15/2021,10.6,5.43,-14.9,6.83,13.3,1.47,-35.6,14.2,14.9
2500,05/15/2021,12.4,3.02,3.67,22,13.8,6.58,-33.5,18.9,24.1
3400,05/15/2021,15.3,10.2,12.4,19.7,12.9,5.56,-26.9,22.7,31.3
3600,05/15/2021,13.7,1.96,-4.52,13.1,13.3,0.403,-30.4,19.5,24.2
4400,05/15/2021,2.36,-15.9,-16.8,12.3,6.47,-18.8,-49.6,22,36.1
900,05/16/2021,11,4.93,-12.1,11.1,15.1,2,-32.4,16.4,17.3
2500,05/16/2021,13.9,0.538,9.32,26.1,17.3,9.27,-32.4,22.8,28.5
3400,05/16/2021,16,8.42,11,22.7,15.8,7.51,-27.1,25.8,34.5
3600,05/16/2021,14.9,-0.366,-3.42,16.4,16.8,-0.827,-30,22.9,27.6
4400,05/16/2021,2.46,-18.7,-15.5,12.7,7.97,-21,-48.9,21.8,33.8
900,05/17/2021,11.7,4.47,-11.4,12.7,16.2,1.82,-28.2,19.2,21.3
2500,05/17/2021,15.4,-0.824,10.8,29.3,18.3,9.68,-34.2,25.9,33.8
3400,05/17/2021,17.2,7.04,11.9,24.7,17.7,7.21,-27.6,28.2,37.4
3600,05/17/2021,16.3,-1.24,-1.66,18,18.4,0.592,-29.5,25.5,31
4400,05/17/2021,1.62,-23.2,-4.11,16.3,6.85,-16.9,-50.2,24.8,40.9
900,05/18/2021,12.5,5.12,-7.24,17.4,19.5,1.98,-30.1,22.1,23.7
2500,05/18/2021,16.9,-1.49,12.7,33.4,22.1,6.7,-33,30.3,38.7
3400,05/18/2021,18.7,7.77,9.7,30.8,21,6.35,-25.7,32.8,43.2
3600,05/18/2021,17.4,-1.36,-0.676,22.3,22.2,-4.25,-31.3,30.2,36.5
4400,05/18/2021,5.34,-21.8,3.26,29.8,12.1,-16.3,-42,33.7,53.1
900,05/19/2021,12.3,9.19,-10.9,18.6,16.8,0.454,-31.3,20.9,23.5
2500,05/19/2021,15.2,1.31,11,32.1,20.1,8,-34.1,27.8,35.7
3400,05/19/2021,17.9,12.3,7.07,29,19.3,6.47,-25.2,30.4,39.9
3600,05/19/2021,16.7,2.17,-2.24,22.2,20,-5.38,-31.6,28.4,34.9
4400,05/19/2021,6.57,-16,0.56,32.1,9.11,-6.37,-31.9,32.9,54.2
900,05/20/2021,12.4,9.11,-9.9,21.7,16.8,-3.21,-31.7,21.4,24.4
2500,05/20/2021,15.1,1.03,9.46,32.7,20,0.991,-34.4,29.3,38.7
3400,05/20/2021,17.1,11.3,6.11,29.6,19.6,7.95,-25.3,29.9,38.7
3600,05/20/2021,15.8,1.42,-3.84,23.2,20.3,-4.29,-32.9,28.1,34.1
4400,05/20/2021,7.42,-16.7,0.293,33.8,13.4,-24.1,-28.2,34.5,52.8
900,05/21/2021,12,8.98,-8.96,20.4,18.4,-8.37,-33.2,22,24.4
2500,05/21/2021,14.2,0.598,7.88,33,20,-2.11,-35.3,28.2,36.6
3400,05/21/2021,15.8,9.4,5.65,30.3,19.8,4.49,-24.8,29.4,37.6
3600,05/21/2021,15.6,0.891,-7.19,22.9,21,-4.34,-32.7,28.2,33.6
4400,05/21/2021,5.04,-21.1,0.425,26.1,15,-13.7,-33.8,31.2,44.8
900,05/22/2021,11.9,8.19,-11.1,20.7,17.4,-6.63,-35.2,22.5,25.7
2500,05/22/2021,14.6,-0.346,9.02,33.8,19.8,5.55,-35.6,27.4,35.2
3400,05/22/2021,16.2,7.79,10.8,30.5,19.6,7.7,-22.3,28.9,37
3600,05/22/2021,15.9,0.842,-7.02,23.5,21.5,-2.54,-33,28.5,33.8
4400,05/22/2021,4.8,-22.6,12.3,28.4,13.3,-8.57,-41.5,28.1,40.7
900,05/23/2021,12.2,7.85,-11.9,20.7,16.2,-8.18,-34.1,23,27.4
2500,05/23/2021,13.6,-0.571,7.03,33.5,18.5,3.71,-34.8,25.5,32.5
3400,05/23/2021,16.3,7.05,14.8,30.5,18,6.06,-21.8,28.5,37.7
3600,05/23/2021,15.2,0.567,-8.32,23.5,19.6,-4.29,-32.6,27.1,32.9
4400,05/23/2021,3.55,-23.3,-16.8,28.3,10.8,-7.77,-38.3,28.9,44.6
900,05/24/2021,12.3,7.91,-9.09,18.5,15.2,-7.1,-31.7,20.2,23.4
2500,05/24/2021,12.1,-0.0281,7.37,29.8,15.5,-0.36,-33.2,22.3,29.4
3400,05/24/2021,14.9,5.82,19.3,28.2,12.6,6.8,-20.5,24.4,34.7
3600,05/24/2021,13.7,0.828,-8.28,21.1,15.7,-4.15,-32.6,22.9,28.5
4400,05/24/2021,2.94,-21.1,-25,24,8.84,-21.3,-46.4,27.5,43.3
900,05/25/2021,12.1,9.1,-8.24,14.6,10.5,-5.15,-29.7,17.1,21.3
2500,05/25/2021,12.4,0.744,9.58,28.4,12.6,7.46,-32.2,19.2,26
3400,05/25/2021,15.1,7.53,25.8,26.3,10.2,10.5,-19.6,21.9,32.3
3600,05/25/2021,13.6,3.79,-8.15,19.8,13.3,0.814,-29.9,19.6,24.5
4400,05/25/2021,1.91,-18.8,-28.5,12.5,4.63,-11.3,-48.7,21.5,35.7
900,05/26/2021,13.9,11.9,-4.88,15,13.1,-2.07,-26.2,18.2,21.4
2500,05/26/2021,13.5,2.14,10.7,25.9,14.1,6.43,-31.5,18.1,22.3
3400,05/26/2021,16.3,9.1,30.6,26.5,11.5,11.2,-17.4,22.4,32
3600,05/26/2021,13.9,5.24,-10.6,17.7,14.6,3.07,-27.1,18.2,20.9
4400,05/26/2021,3.94,-20.2,-26.6,10.4,6.93,-23.2,-43.1,26,41.7
900,05/27/2021,20.7,15.3,2.43,16.2,16.6,20.2,-19.2,18.6,20
2500,05/27/2021,16.7,0.226,12.7,24,11.8,33.5,-28.8,15.4,19.3
3400,05/27/2021,21.2,8.12,32.8,25.2,10.3,39,-12,20.1,28.9
3600,05/27/2021,18.1,4.45,-6.81,16.4,13.9,24,-21.6,16.4,18.4
4400,05/27/2021,10.7,-17.3,-22.8,7.02,5.94,32.1,-42.3,27.7,45.4
900,05/28/2021,13.6,10.1,-5.93,14.5,13.9,2.42,-22.8,17.2,19.4
2500,05/28/2021,16.5,4.91,14.6,28.8,17,9.67,-25.6,18.6,20.6
3400,05/28/2021,18,10.9,33.2,25.7,13.8,14,-15.7,22.6,30.4
3600,05/28/2021,14.7,6.19,-8.97,18.3,15.8,7.66,-20.7,17.4,18.6
4400,05/28/2021,7.2,-14.9,-30.2,16.5,7.7,-35.6,-44.3,32.2,52.7
900,05/29/2021,13.5,9.91,-3.88,14.1,15.2,3.71,-21,17.3,18.6
2500,05/29/2021,15.7,5.96,20.2,26.2,17.9,11.1,-25.1,17.6,17.9
3400,05/29/2021,18.3,10.7,37.2,26.6,15.5,11.6,-15.9,22.8,29.4
3600,05/29/2021,14.4,5.55,-12.2,17.7,16.7,9.81,-19.4,16.8,16.9
4400,05/29/2021,6.25,-15.4,-39.6,8.53,11.7,-42,-45.6,29.9,44.5
900,05/30/2021,13.3,10.1,-1.15,13.5,15.6,6.16,-23.5,16.1,16.5
2500,05/30/2021,14.9,7.57,27.9,25.4,15.9,11.2,-24.9,16.2,17.1
3400,05/30/2021,17.7,11.3,39.4,26.3,15.3,12.5,-15.8,22.3,28.5
3600,05/30/2021,14.1,6.28,-9.58,16.9,16.8,9.57,-20.7,16.7,16.7
4400,05/30/2021,6.62,-14.1,-13.6,5.75,10.7,6.16,-49.3,28,41.6
900,05/31/2021,17.1,16.9,1.45,13.7,18.6,8.08,-19.2,16.7,15.5
2500,05/31/2021,15.2,6.96,35.2,23,12.8,22.7,-25.2,12.6,12.9
3400,05/31/2021,17.7,10,40.5,21.4,10.7,17.6,-10.4,17.7,23.9
3600,05/31/2021,13.3,4.44,-10.5,11.4,13.9,8.32,-17.5,11.6,9.89
4400,05/31/2021,7.64,-10.9,-28,-1.55,9.08,-5.45,-41,19.2,27
900,06/01/2021,13.2,10.5,2.45,16,21.3,2.74,-27.8,20.3,19.8
2500,06/01/2021,16.1,10.1,17.8,25.3,22.2,7.65,-23.4,19.9,18.4
3400,06/01/2021,18.5,13.8,28.7,28.4,22.6,13,-14.8,27.2,31.5
3600,06/01/2021,15.7,8.12,-10.5,17.5,21.9,6.42,-19.1,21.8,21.8
4400,06/01/2021,9.71,-11,-17.3,8,16.5,-25.2,-38.4,31.5,43.3
900,06/02/2021,12.9,10.1,2.94,12.7,19.9,4.72,-29.4,18.2,17.2
2500,06/02/2021,16.2,10.4,18.8,25,19.7,10.1,-23,19.5,20
3400,06/02/2021,18,13.2,30.8,26.2,19.5,14.7,-13.9,24.7,29.5
3600,06/02/2021,16.5,7.88,-7.6,18.2,19.8,7.17,-18.6,21.6,23
4400,06/02/2021,7.19,-12.1,-11,9.52,17.3,-27.9,-46.1,26.3,33.8
900,06/03/2021,11.9,7.21,1.57,12.1,17.1,6.04,-30.8,16.7,16.6
2500,06/03/2021,14.5,10.6,18.9,21.8,17.6,9.05,-25.9,16.9,16.8
3400,06/03/2021,16.6,12.1,25.7,25.4,17,11,-13.4,23.1,28.6
3600,06/03/2021,16.8,8.32,-7.72,17.3,18,4.31,-19.1,20.4,22.2
4400,06/03/2021,4.56,-8.23,-23.6,6.53,14.8,-1.17,-47,16.1,17.5
900,06/04/2021,13.1,9.46,2.96,12.9,17.9,6.87,-28.7,16.1,15.1
2500,06/04/2021,13.8,8.25,16.1,23,15.1,13.2,-24.7,16.4,18.1
3400,06/04/2021,15.7,11.5,26.9,23.8,14.9,12.3,-14.4,21.1,26.6
3600,06/04/2021,15.6,7.4,-11.1,16,15.9,4.25,-20.2,18.8,21.1
4400,06/04/2021,3.94,-11.4,-30.7,0.661,14.5,29.9,-52.1,14.9,15.7
900,06/05/2021,12.5,9.45,-0.0666,12.2,16.5,6.66,-31.9,14.4,13.2
2500,06/05/2021,13.9,7.89,14.4,20.2,14.2,10.5,-23.8,14.9,16.1
3400,06/05/2021,15.4,11.3,26.9,21.9,13.5,13.3,-14.3,19.4,24.6
3600,06/05/2021,15.6,8.48,-8.48,15,14.8,4.9,-21,17.9,20.2
4400,06/05/2021,4.33,-10,-19.4,2.75,10.3,23.3,-43.8,12.8,15.6
900,06/06/2021,12.7,9.9,-0.979,11.7,17.3,8.07,-30,14.1,12.3
2500,06/06/2021,14.8,7.23,9.48,19.5,15.3,10.4,-23.3,15.8,16.8
3400,06/06/2021,15.6,10.7,26.8,20.4,13.6,14.9,-13.3,18.4,22.7
3600,06/06/2021,15.8,8.47,-6.72,14.1,15,6.85,-19.8,17.3,19
4400,06/06/2021,5.49,-10.8,-11.4,2.12,12.1,33.5,-43,11.9,12.8
900,06/07/2021,12.8,8.37,-5.12,12.2,14.4,8.4,-25.4,12.9,12
2500,06/07/2021,14.8,6.6,8,19,14,11,-24.3,15.5,17.4
3400,06/07/2021,17.8,10.9,26.2,23.1,15.7,15.7,-8.36,20.6,25.2
3600,06/07/2021,16.2,7.48,-8.28,14.2,15,9.58,-17.8,17.1,18.8
4400,06/07/2021,3.9,-13.1,-4.99,1.16,13.7,46.3,-41.6,8.12,4.6
900,06/08/2021,11.9,7.48,-7.3,15.4,14.1,4.71,-22.5,13.9,13.9
2500,06/08/2021,14.4,6.02,14.5,21.4,14,9.75,-25.9,17.3,21
3400,06/08/2021,17,10.2,31.8,24.8,13.7,13.9,-6.66,20.4,26.6
3600,06/08/2021,15.6,6.42,-8.29,17.8,14.8,7.72,-20.3,18,20.5
4400,06/08/2021,2.61,-15.4,-18.1,5.36,14.7,13.2,-49,11,8.7
900,06/09/2021,11.2,6.75,-11.2,19.4,17.1,1.91,-23.1,16.5,16.2
2500,06/09/2021,14.2,5.97,13.7,24.5,15.1,9.66,-26.2,19.3,23.9
3400,06/09/2021,16.3,9.66,26.9,27.4,13.5,13.4,-5.48,21.4,28.6
3600,06/09/2021,14.4,6.3,-9.76,18.5,15.3,5.69,-20.8,19.2,22.2
4400,06/09/2021,4.26,-14,-24.1,7.66,13.1,21.4,-48.6,13.9,15.1
900,06/10/2021,11.4,9.3,-12,18.1,17.6,0.868,-22.5,16.6,16.1
2500,06/10/2021,15,6.11,19.1,23.3,16.5,15.7,-27.5,20.1,24
3400,06/10/2021,17.3,10.7,34.2,30.3,13.5,18,-4.86,23.3,32.2
3600,06/10/2021,14.3,5.98,-6.51,19.1,15.4,8.26,-19.9,19.5,22.7
4400,06/10/2021,5.41,-14.5,-15.2,7.6,10.5,17.4,-52.1,12.6,14.7
900,06/11/2021,10.7,9.9,-10.6,16.2,16.4,5.68,-24.3,16.9,17.3
2500,06/11/2021,13.9,6.29,20.2,17.4,15.2,14,-29.6,17.4,19.9
3400,06/11/2021,16.7,10.4,30.8,31.2,11.5,18.8,-2.97,22.8,33
3600,06/11/2021,13.7,5.76,-3.87,18.8,14.6,5.12,-21.3,19,22.6
4400,06/11/2021,4.83,-16.4,-6.3,10.6,10.7,13.3,-36.2,13.9,16.7
900,06/12/2021,10.7,8.88,-9.01,16.4,16.1,6.56,-22,16.9,17.5
2500,06/12/2021,12.9,4.66,12.4,21.7,13.1,11.9,-29.7,17,21.1
3400,06/12/2021,16.2,10.1,27.5,32,8.4,19.4,-2.24,22.3,34.8
3600,06/12/2021,13.1,4.04,-6.59,18.5,12.7,4.92,-19.3,18.2,22.5
4400,06/12/2021,6.37,-18.4,-8.56,10.3,11.4,9.29,-47,17.3,22.3
900,06/13/2021,10.5,8.39,-7.21,13.9,15,7.44,-20.5,16,16.7
2500,06/13/2021,12.9,5,11.1,21,13.9,13.5,-28.9,16.5,19.5
3400,06/13/2021,16.9,12.8,27,33.8,6.69,18.9,0.37,23,37.6
3600,06/13/2021,13.2,2.46,-6.47,18.7,11.7,4.24,-18,18.3,23.5
4400,06/13/2021,5.97,-18.6,-10,13.7,11.6,5.26,-53.2,19.9,26.9
900,06/14/2021,9.53,9.37,-5.54,11.5,15.5,9.88,-24.8,14.7,14.2
2500,06/14/2021,12.3,4.64,9.84,18.8,12.1,15.3,-27,15.2,18.6
3400,06/14/2021,13.7,11.5,28.3,29,1.42,16.7,-3.92,18,32.9
3600,06/14/2021,12.8,2.81,-7.06,17.1,10.6,5.2,-16.5,17.3,22.8
4400,06/14/2021,7.28,-18.8,-17,17.7,8.24,4.41,-53.8,22.2,34.4
900,06/15/2021,9.14,10.8,-6.99,10.3,14.3,13.7,-27.1,13.7,13.3
2500,06/15/2021,13.1,6.75,12.1,17.7,12.1,11.9,-24.2,13.6,15.5
3400,06/15/2021,13.5,11.2,26.3,27.5,1.72,16.9,-7.23,17.7,32.2
3600,06/15/2021,12.7,2.63,-5.64,15.7,9.23,5.6,-14.1,16.3,22
4400,06/15/2021,10.2,-15.9,12.6,15.3,10.5,13.5,-36.8,20.7,29.4
900,06/16/2021,9.13,9.71,-6.7,10.1,13.6,10.3,-25.2,14.3,14.8
2500,06/16/2021,13.1,5.27,14.4,17.2,14.6,6.41,-22.7,15,15.9
3400,06/16/2021,14.4,10.5,32.3,28.9,3.86,16.4,-9.82,19.8,34.2
3600,06/16/2021,13.3,0.968,-1.79,16.7,10.4,5.82,-13.5,17.4,23.1
4400,06/16/2021,7.45,-18.8,11,12.8,11.6,-0.279,-38.3,17,21.7
900,06/17/2021,8.45,10,-7.7,10.9,14.3,5.05,-24.8,15,15.4
2500,06/17/2021,12.3,4.35,5.54,18.6,15.2,5.1,-21.6,15.7,16.7
3400,06/17/2021,14.1,11,28.6,28.2,7.01,11.2,-10,20.6,32.8
3600,06/17/2021,13.1,1.51,-4.05,17.4,12.6,3.79,-12.1,18.1,22.4
4400,06/17/2021,6.22,-20,3.45,11.3,14.4,-5.15,-37.3,19.6,24.2
900,06/18/2021,9.46,9.24,-6.49,15.3,18.5,4.64,-24.9,18.2,18
